,Date,Open,High,Low,Close,Volume
474,10/13/2011,87.5,87.5,80.0,80.0,1.0
475,10/14/2011,80.0,80.0,60.0,80.0,7.0
476,10/17/2011,60.0,88.0,60.0,88.0,9.0
477,10/18/2011,60.0,87.5,60.0,87.5,4.0
478,10/19/2011,77.5,90.0,77.5,90.0,2.0
479,10/20/2011,100.0,100.0,40.0,51.1,25.0
480,10/21/2011,100.0,100.0,60.0,100.0,1.0
481,10/24/2011,60.1,90.0,60.1,90.0,17.0
482,10/25/2011,80.0,80.0,60.1,60.1,7.0
483,10/26/2011,62.0,80.0,62.0,80.0,1.0
484,10/27/2011,80.0,80.0,61.0,62.0,22.0
485,10/28/2011,62.0,80.0,62.0,80.0,2.0
486,11/01/2011,61.0,70.0,61.0,70.0,3.0
487,11/02/2011,61.0,61.0,50.0,50.0,29.0
488,11/03/2011,60.0,75.0,60.0,75.0,11.0
489,11/07/2011,51.0,70.0,51.0,70.0,9.0
490,11/08/2011,55.0,70.0,55.0,70.0,4.0
491,11/09/2011,50.0,70.0,50.0,60.0,18.0
492,11/10/2011,50.0,79.9,50.0,60.0,11.0
493,11/11/2011,60.0,70.0,60.0,70.0,7.0
494,11/14/2011,50.0,50.0,50.0,50.0,0.0
495,11/15/2011,50.0,70.0,50.0,50.0,5.0
496,11/16/2011,50.0,50.0,50.0,50.0,1.0
497,11/17/2011,50.0,50.0,50.0,50.0,7.0
498,11/18/2011,50.0,50.0,40.0,40.0,7.0
499,11/21/2011,40.0,50.0,40.0,49.0,27.0
500,11/22/2011,50.0,60.0,49.0,50.0,7.0
501,11/28/2011,40.0,100.0,40.0,55.0,37.0
502,11/29/2011,55.0,90.0,55.0,57.5,15.0
503,11/30/2011,60.0,60.0,45.0,45.0,8.0
504,12/01/2011,50.0,50.0,45.0,50.0,15.0
505,12/02/2011,55.0,55.0,35.0,37.5,14.0
506,12/05/2011,40.0,54.0,40.0,49.0,20.0
507,12/06/2011,37.5,50.0,35.0,50.0,10.0
508,12/07/2011,35.0,50.0,35.0,50.0,5.0
509,12/08/2011,35.0,35.0,35.0,35.0,10.0
510,12/09/2011,35.0,50.0,35.0,50.0,6.0
511,12/12/2011,35.0,50.0,30.0,50.0,10.0
512,12/13/2011,30.0,30.0,30.0,30.0,29.0
513,12/14/2011,30.0,30.0,30.0,30.0,4.0
514,12/15/2011,34.2,34.2,17.5,20.0,156.0
515,12/16/2011,20.0,20.0,19.0,19.0,72.0
516,12/19/2011,19.0,30.0,19.0,30.0,14.0
517,12/20/2011,30.0,40.0,20.0,40.0,33.0
518,12/21/2011,25.0,40.0,25.0,39.0,18.0
519,12/22/2011,25.0,28.0,20.0,28.0,58.0
520,12/23/2011,25.0,25.0,18.8,18.8,124.0
521,12/27/2011,23.0,38.0,15.5,22.5,98.0
522,12/28/2011,21.0,30.0,20.0,22.0,33.0
523,12/29/2011,20.0,25.0,20.0,25.0,13.0
524,12/30/2011,25.0,25.0,15.0,15.0,54.0
525,01/03/2012,25.0,25.0,16.0,16.0,3.0
526,01/04/2012,20.0,20.0,20.0,20.0,5.0
527,01/05/2012,15.0,20.0,15.0,20.0,5.0
528,01/06/2012,20.0,25.0,15.0,25.0,100.0
529,01/09/2012,21.0,39.0,21.0,39.0,2.0
530,01/10/2012,30.0,38.0,30.0,38.0,40.0
531,01/11/2012,21.0,38.0,21.0,38.0,0.0
532,01/12/2012,21.0,38.0,21.0,38.0,3.0
533,01/13/2012,21.0,38.0,21.0,36.0,1.0
534,01/17/2012,36.0,36.0,36.0,36.0,0.0
535,01/18/2012,30.0,39.0,30.0,39.0,13.0
536,01/19/2012,35.5,39.0,35.5,35.5,13.0
537,01/20/2012,39.0,39.0,35.5,35.5,13.0
538,01/23/2012,39.0,40.0,33.0,40.0,41.0
539,01/24/2012,40.0,50.0,40.0,50.0,27.0
540,01/25/2012,34.0,50.0,30.0,50.0,39.0
541,01/26/2012,50.0,50.0,50.0,50.0,7.0
542,01/27/2012,36.0,50.0,36.0,50.0,32.0
543,01/30/2012,36.0,50.0,36.0,50.0,5.0
544,01/31/2012,36.0,50.0,36.0,50.0,5.0
545,02/01/2012,37.0,50.0,34.0,50.0,5.0
546,02/02/2012,35.0,50.0,35.0,50.0,3.0
547,02/03/2012,36.0,48.0,36.0,48.0,11.0
548,02/06/2012,36.0,48.0,36.0,48.0,1.0
549,02/07/2012,37.5,49.0,37.5,49.0,0.0
550,02/08/2012,40.0,49.0,40.0,49.0,1.0
551,02/09/2012,40.0,49.0,40.0,49.0,2.0
552,02/10/2012,48.0,49.0,40.0,40.0,9.0
553,02/13/2012,49.0,49.0,37.0,49.0,11.0
554,02/14/2012,49.0,49.0,36.6,45.0,15.0
555,02/15/2012,49.0,49.0,45.0,45.0,12.0
556,02/16/2012,36.6,44.0,35.0,40.0,19.0
557,02/17/2012,44.0,44.0,30.0,35.0,20.0
558,02/21/2012,31.5,40.0,30.0,40.0,30.0
559,02/22/2012,15.0,49.5,15.0,49.5,18.0
560,02/24/2012,55.0,70.0,50.0,55.0,147.0
561,02/27/2012,55.0,75.0,50.0,50.0,75.0
562,02/28/2012,75.0,75.0,55.0,74.0,29.0
563,02/29/2012,74.0,74.0,70.0,70.0,6.0
564,03/02/2012,70.0,70.0,70.0,70.0,0.0
565,03/05/2012,70.0,70.0,70.0,70.0,2.0
566,03/06/2012,46.1,70.0,46.0,70.0,9.0
567,03/08/2012,69.0,69.0,45.0,64.9,11.0
568,03/09/2012,45.0,64.8,45.0,64.8,1.0
569,03/12/2012,45.0,64.8,45.0,64.8,4.0
570,03/13/2012,45.0,64.8,45.0,45.0,59.0
571,03/14/2012,60.0,60.0,50.0,60.0,56.0
572,03/15/2012,60.0,60.0,40.0,60.0,2.0
573,03/19/2012,60.0,70.0,60.0,70.0,28.0
574,03/20/2012,70.0,70.0,70.0,70.0,1.0
575,03/21/2012,42.0,75.0,42.0,75.0,13.0
576,03/22/2012,75.0,75.0,42.2,60.0,79.0
577,03/23/2012,70.0,70.0,60.0,60.0,28.0
578,03/26/2012,70.0,70.0,50.1,60.0,21.0
579,03/27/2012,60.0,60.0,50.0,50.0,1.0
580,03/28/2012,50.0,50.0,50.0,50.0,6.0
581,03/29/2012,50.0,60.0,50.0,60.0,6.0
582,03/30/2012,60.0,60.0,40.0,60.0,14.0
583,04/03/2012,60.0,60.0,60.0,60.0,0.0
584,04/04/2012,40.0,60.0,40.0,60.0,5.0
585,04/05/2012,41.0,60.0,41.0,60.0,3.0
586,04/09/2012,60.0,60.0,60.0,60.0,1.0
587,04/10/2012,45.2,45.2,45.2,45.2,2.0
588,04/11/2012,60.0,60.0,60.0,60.0,1.0
589,04/12/2012,40.0,70.0,40.0,60.0,8.0
590,04/13/2012,70.0,70.0,64.0,64.0,6.0
591,04/16/2012,50.0,65.0,45.2,45.2,1.0
592,04/17/2012,65.0,65.0,45.2,65.0,7.0
593,04/18/2012,65.0,65.0,40.0,40.0,11.0
594,04/19/2012,40.0,69.0,40.0,69.0,5.0
595,04/20/2012,68.0,68.0,68.0,68.0,2.0
596,04/23/2012,41.0,65.9,41.0,42.5,22.0
597,04/25/2012,41.5,69.0,41.0,65.0,23.0
598,04/26/2012,43.0,65.0,43.0,65.0,2.0
599,04/27/2012,43.1,43.1,43.0,43.0,17.0
600,04/30/2012,43.0,69.0,43.0,69.0,3.0
601,05/01/2012,69.0,69.0,43.0,50.0,8.0
602,05/02/2012,68.9,68.9,68.9,68.9,5.0
603,05/03/2012,69.0,69.0,43.0,43.0,2.0
604,05/04/2012,43.0,50.0,43.0,50.0,21.0
605,05/07/2012,50.0,50.5,50.0,50.5,6.0
606,05/08/2012,66.0,66.0,50.0,50.0,27.0
607,05/09/2012,45.0,60.0,40.0,40.0,42.0
608,05/10/2012,65.0,65.0,40.0,40.0,22.0
609,05/11/2012,40.0,40.0,40.0,40.0,0.0
610,05/14/2012,40.0,40.0,40.0,40.0,1.0
611,05/15/2012,40.0,40.0,40.0,40.0,22.0
612,05/18/2012,41.1,68.0,41.1,68.0,7.0
613,05/21/2012,40.0,68.0,40.0,68.0,4.0
614,05/22/2012,63.0,63.0,50.0,50.0,9.0
615,05/23/2012,50.0,65.0,43.0,45.0,61.0
616,05/24/2012,60.0,60.0,60.0,60.0,2.0
617,05/25/2012,60.0,60.0,40.0,60.0,34.0
618,05/29/2012,67.0,67.0,67.0,67.0,1.0
619,05/31/2012,64.0,64.0,64.0,64.0,4.0
620,06/01/2012,40.0,67.0,40.0,67.0,0.0
621,06/04/2012,55.0,61.0,55.0,61.0,48.0
622,06/05/2012,58.0,67.0,58.0,58.0,4.0
623,06/06/2012,58.0,64.0,58.0,62.0,67.0
624,06/07/2012,60.0,62.0,60.0,62.0,15.0
625,06/08/2012,50.0,62.0,50.0,62.0,3.0
626,06/11/2012,50.0,64.0,50.0,60.0,4.0
627,06/12/2012,50.0,67.0,50.0,50.0,29.0
628,06/13/2012,52.0,67.0,52.0,67.0,0.0
629,06/14/2012,65.0,65.0,52.0,61.0,40.0
630,06/15/2012,66.0,66.0,52.0,66.0,5.0
631,06/18/2012,60.0,66.0,60.0,60.0,9.0
632,06/19/2012,52.0,62.0,52.0,62.0,0.0
633,06/20/2012,52.0,62.0,51.0,51.0,10.0
634,06/21/2012,51.0,62.0,50.0,50.0,17.0
635,06/22/2012,50.0,50.0,50.0,50.0,17.0
636,06/25/2012,52.0,52.0,52.0,52.0,10.0
637,06/26/2012,52.0,55.0,52.0,55.0,1.0
638,06/27/2012,55.0,62.0,55.0,57.0,12.0
639,06/28/2012,62.0,62.0,62.0,62.0,0.0
640,06/29/2012,55.0,62.0,55.0,62.0,6.0
641,07/03/2012,52.5,52.5,40.0,45.0,32.0
642,07/05/2012,53.5,53.5,40.0,45.0,14.0
643,07/06/2012,45.0,45.0,40.0,40.0,31.0
644,07/09/2012,40.0,60.0,40.0,60.0,1.0
645,07/12/2012,40.0,48.5,40.0,48.5,5.0
646,07/13/2012,40.0,48.5,40.0,48.2,29.0
647,07/18/2012,27.5,40.0,27.5,40.0,0.0
648,07/19/2012,40.0,48.2,40.0,48.2,3.0
649,07/23/2012,40.0,40.0,25.0,26.5,82.0
650,07/24/2012,27.0,30.0,20.0,25.9,142.0
651,07/25/2012,25.0,25.0,23.0,24.6,117.0
652,07/26/2012,23.0,23.0,15.0,15.2,160.0
653,07/27/2012,15.2,17.0,10.0,17.0,551.0
654,07/30/2012,17.0,17.0,16.0,16.0,8.0
655,07/31/2012,16.0,16.0,16.0,16.0,1.0
656,08/01/2012,16.0,16.0,14.0,14.0,35.0
657,08/02/2012,10.0,16.0,10.0,16.0,11.0
658,08/03/2012,10.0,29.5,10.0,27.5,95.0
659,08/06/2012,28.0,28.0,28.0,28.0,24.0
660,08/07/2012,10.0,35.0,10.0,35.0,6.0
661,08/08/2012,32.0,32.0,30.0,30.0,5.0
662,08/09/2012,30.0,32.0,15.1,31.5,51.0
663,08/10/2012,31.9,31.9,31.9,31.9,2.0
664,08/14/2012,31.9,31.9,17.1,31.9,5.0
665,08/15/2012,17.1,31.9,17.1,31.9,1.0
666,08/16/2012,30.0,30.0,30.0,30.0,9.0
667,08/17/2012,20.0,30.0,20.0,30.0,0.0
668,08/20/2012,20.0,31.9,20.0,31.9,5.0
669,08/22/2012,31.9,31.9,20.0,31.9,1.0
670,08/23/2012,17.3,31.9,17.3,31.9,1.0
671,08/24/2012,17.3,40.0,17.3,40.0,56.0
672,08/27/2012,40.0,40.0,15.0,15.0,624.0
673,08/28/2012,15.0,15.0,14.7,14.7,434.0
674,08/29/2012,14.7,15.0,12.5,14.3,84.0
675,08/30/2012,15.0,15.0,14.0,15.0,7.0
676,08/31/2012,20.0,20.0,20.0,20.0,17.0
677,09/04/2012,15.0,15.0,10.5,10.7,797.0
678,09/05/2012,10.1,12.0,9.0,10.0,240.0
679,09/06/2012,10.0,10.0,9.0,9.0,314.0
680,09/07/2012,8.5,10.0,8.5,10.0,51.0
681,09/10/2012,10.0,10.0,9.0,9.0,291.0
682,09/11/2012,8.0,10.0,8.0,10.0,12.0
683,09/12/2012,10.0,10.0,8.0,10.0,24.0
684,09/13/2012,10.0,10.0,8.0,9.2,221.0
685,09/14/2012,8.1,10.0,7.0,7.1,193.0
686,09/17/2012,7.0,9.0,7.0,9.0,13.0
687,09/18/2012,10.0,10.0,5.6,6.1,273.0
688,09/19/2012,6.0,9.0,6.0,7.3,675.0
689,09/20/2012,10.0,10.0,6.0,10.0,2.0
690,09/21/2012,10.0,10.0,6.5,9.0,35.0
691,09/24/2012,9.0,9.0,8.3,8.3,154.0
692,09/26/2012,6.5,7.5,6.5,7.5,95.0
693,09/27/2012,7.5,7.5,7.5,7.5,15.0
694,09/28/2012,9.0,9.0,9.0,9.0,1.0
695,10/01/2012,9.9,9.9,9.0,9.0,15.0
696,10/02/2012,7.0,7.0,5.0,5.1,1759.0
697,10/03/2012,5.2,5.2,3.0,4.6,416.0
698,10/04/2012,7.0,7.0,2.5,2.7,1419.0
699,10/05/2012,4.0,4.0,3.1,3.1,19.0
700,10/08/2012,3.1,3.1,2.1,2.1,1412.0
701,10/09/2012,2.0,4.0,2.0,4.0,548.0
702,10/10/2012,4.0,5.5,4.0,5.5,269.0
703,10/11/2012,3.1,5.5,3.1,5.5,8.0
704,10/12/2012,3.1,5.5,2.2,5.5,29.0
705,10/15/2012,4.0,4.0,4.0,4.0,15.0
706,10/16/2012,5.0,5.0,4.0,4.0,69.0
707,10/17/2012,4.0,5.0,4.0,5.0,4.0
708,10/18/2012,4.5,5.0,4.0,4.9,35.0
709,10/19/2012,4.9,4.9,4.0,4.5,6.0
710,10/22/2012,4.0,4.9,2.6,4.9,77.0
711,10/23/2012,2.8,2.8,2.8,2.8,4.0
712,10/24/2012,4.9,4.9,2.9,4.9,39.0
713,10/25/2012,4.9,4.9,3.0,4.9,22.0
714,10/26/2012,3.0,4.9,3.0,4.9,43.0
715,10/31/2012,2.8,4.8,2.6,3.0,103.0
716,11/01/2012,4.9,4.9,4.9,4.9,8.0
717,11/02/2012,4.9,5.0,3.7,3.7,27.0
718,11/05/2012,6.0,6.0,3.7,5.0,124.0
719,11/06/2012,5.0,6.0,5.0,5.0,382.0
720,11/07/2012,4.5,4.5,3.5,4.5,35.0
721,11/08/2012,5.5,5.5,5.5,5.5,2.0
722,11/09/2012,4.6,5.5,4.6,5.5,23.0
723,11/12/2012,2.5,6.0,2.5,6.0,39.0
724,11/13/2012,4.6,6.0,4.6,5.0,31.0
725,11/14/2012,6.0,6.0,4.5,4.5,44.0
726,11/15/2012,4.0,4.0,4.0,4.0,3.0
727,11/16/2012,6.0,6.0,2.0,3.5,2729.0
728,11/19/2012,2.0,3.0,2.0,2.9,535.0
729,11/20/2012,2.9,2.9,1.2,1.3,889.0
730,11/21/2012,1.2,1.3,1.0,1.2,4936.0
731,11/23/2012,1.8,1.8,1.2,1.2,217.0
732,11/26/2012,1.4,1.7,1.4,1.7,7.0
733,11/27/2012,1.4,1.7,1.4,1.7,94.0
734,11/28/2012,1.7,1.7,1.6,1.7,86.0
735,11/29/2012,1.7,1.7,1.6,1.6,240.0
736,11/30/2012,1.6,1.7,1.4,1.4,55.0
737,12/03/2012,1.4,1.8,1.4,1.8,326.0
738,12/04/2012,1.7,1.7,1.7,1.7,95.0
739,12/05/2012,2.0,3.5,1.8,2.8,170.0
740,12/06/2012,3.5,3.5,1.1,2.0,540.0
741,12/07/2012,2.0,2.5,1.0,1.1,3494.0
742,12/10/2012,2.4,2.4,0.9,0.9,1678.0
743,12/11/2012,0.9,1.4,0.9,0.9,3893.0
744,12/12/2012,0.9,0.9,0.7,0.7,501.0
745,12/13/2012,0.5,1.2,0.5,0.9,388.0
746,12/14/2012,0.9,1.3,0.9,1.1,470.0
747,12/17/2012,1.0,1.3,1.0,1.0,115.0
748,12/18/2012,1.0,1.4,0.8,1.4,216.0
749,12/19/2012,1.4,1.9,1.0,1.9,1362.0
750,12/20/2012,0.8,2.0,0.8,2.0,510.0
751,12/21/2012,1.9,1.9,1.2,1.2,12.0
752,12/24/2012,1.2,1.2,1.2,1.2,4.0
753,12/26/2012,1.3,1.5,1.3,1.5,6.0
754,12/27/2012,3.0,3.0,0.8,0.9,1734.0
755,12/28/2012,0.8,1.3,0.8,0.8,1724.0
756,12/31/2012,0.8,1.2,0.6,0.6,5549.0
757,01/02/2013,1.5,1.5,1.5,1.5,65.0
758,01/03/2013,1.5,1.5,1.0,1.0,1110.0
759,01/04/2013,1.4,1.4,1.4,1.4,5.0
760,01/08/2013,1.4,1.4,1.4,1.4,50.0
761,01/09/2013,0.8,1.3,0.8,1.3,6.0
762,01/10/2013,1.5,1.5,0.7,0.7,6094.0
763,01/11/2013,1.0,1.1,0.5,0.8,3183.0
764,01/14/2013,0.9,0.9,0.8,0.8,110.0
765,01/15/2013,0.7,1.0,0.6,1.0,110.0
766,01/16/2013,1.0,1.0,0.6,0.6,10.0
767,01/17/2013,0.6,0.9,0.6,0.8,1060.0
768,01/18/2013,0.8,1.3,0.8,1.3,1288.0
769,01/22/2013,1.1,1.3,1.0,1.0,691.0
770,01/23/2013,0.7,1.2,0.7,1.2,106.0
771,01/24/2013,1.3,1.3,0.8,1.3,10.0
772,01/25/2013,1.3,1.3,1.3,1.3,10.0
773,01/28/2013,1.3,1.3,1.3,1.3,45.0
774,01/29/2013,1.0,1.0,0.5,0.5,8734.0
775,01/30/2013,1.0,1.0,0.9,0.9,61.0
776,01/31/2013,1.0,1.0,1.0,1.0,56.0
777,02/01/2013,0.9,0.9,0.9,0.9,0.0
778,02/04/2013,0.9,0.9,0.9,0.9,200.0
779,02/05/2013,1.0,1.3,1.0,1.3,1195.0
780,02/07/2013,0.9,1.2,0.9,1.1,95.0
781,02/08/2013,1.2,1.2,1.2,1.2,1.0
782,02/11/2013,0.9,1.1,0.5,0.6,10328.0
783,02/12/2013,0.6,0.7,0.5,0.7,4886.0
784,02/13/2013,0.7,1.6,0.7,1.4,5025.0
785,02/14/2013,1.4,2.0,1.2,2.0,4536.0
786,02/15/2013,2.0,2.4,1.8,2.4,655.0
787,02/19/2013,2.4,2.4,1.5,2.0,210.0
788,02/20/2013,1.5,2.0,1.2,2.0,3287.0
789,02/21/2013,2.5,4.0,1.8,3.9,5872.0
790,02/22/2013,3.9,6.4,3.6,6.4,5727.0
791,02/25/2013,3.8,6.5,3.8,5.3,1530.0
792,02/26/2013,9.0,9.0,2.0,2.5,15823.0
793,02/27/2013,3.0,3.0,2.1,2.5,1478.0
794,02/28/2013,2.7,3.9,2.3,3.9,5787.0
795,03/01/2013,4.3,5.3,3.9,4.5,2905.0
796,03/04/2013,4.5,5.1,3.3,4.4,2333.0
797,03/05/2013,4.0,5.7,4.0,5.7,4876.0
798,03/06/2013,5.9,6.7,5.7,6.5,3254.0
799,03/07/2013,6.0,6.0,4.5,6.0,20352.0
800,03/08/2013,6.0,6.0,4.7,5.0,701.0
801,03/11/2013,5.0,6.0,4.7,5.1,884.0
802,03/12/2013,5.0,5.7,4.8,5.0,3589.0
803,03/13/2013,4.8,5.4,3.5,3.5,1702.0
804,03/14/2013,4.6,4.7,4.0,4.7,1160.0
805,03/15/2013,4.7,5.4,3.2,4.0,1233.0
806,03/18/2013,4.0,4.5,3.5,3.5,1155.0
807,03/19/2013,3.5,4.3,3.2,4.0,370.0
808,03/20/2013,3.4,4.3,3.4,4.0,455.0
809,03/21/2013,4.0,4.0,3.0,3.9,1110.0
810,03/22/2013,3.0,3.8,2.3,3.0,16038.0
811,03/25/2013,2.5,3.7,2.5,3.0,196.0
812,03/26/2013,3.4,3.4,3.0,3.0,71.0
813,03/27/2013,3.5,3.5,3.4,3.4,107.0
814,03/28/2013,3.4,3.4,2.0,2.7,401.0
815,04/01/2013,2.8,2.9,2.0,2.0,8684.0
816,04/02/2013,2.0,2.0,1.4,1.9,8764.0
817,04/03/2013,1.5,1.9,1.5,1.9,179.0
818,04/04/2013,1.5,1.7,1.1,1.7,7823.0
819,04/05/2013,1.3,2.3,1.3,2.3,4373.0
820,04/08/2013,2.3,2.4,1.8,1.8,1554.0
821,04/09/2013,1.7,2.2,1.7,1.7,1285.0
822,04/10/2013,1.7,1.9,1.7,1.8,303.0
823,04/11/2013,1.6,1.9,1.6,1.9,33.0
824,04/12/2013,1.6,2.0,1.4,2.0,1318.0
825,04/15/2013,1.6,2.0,1.1,1.1,5892.0
826,04/16/2013,1.3,1.4,1.1,1.3,7446.0
827,04/17/2013,1.2,1.6,1.0,1.6,6965.0
828,04/18/2013,1.6,1.9,1.6,1.7,167.0
829,04/19/2013,1.7,1.9,1.2,1.5,1836.0
830,04/22/2013,1.5,1.5,1.5,1.5,10.0
831,04/23/2013,1.5,1.5,1.2,1.5,639.0
832,04/24/2013,1.5,1.8,1.3,1.7,166.0
833,04/25/2013,1.8,1.8,1.8,1.8,27.0
834,04/26/2013,1.8,1.8,1.7,1.7,15.0
835,04/29/2013,1.7,1.8,1.5,1.5,770.0
836,04/30/2013,1.4,1.5,1.1,1.5,2817.0
837,05/02/2013,1.5,1.5,1.2,1.4,767.0
838,05/03/2013,1.5,1.5,1.5,1.5,5.0
839,05/06/2013,1.5,1.9,1.2,1.7,2075.0
840,05/07/2013,1.8,1.8,1.7,1.7,939.0
841,05/08/2013,1.8,1.8,1.7,1.7,73.0
842,05/09/2013,1.4,1.7,1.3,1.7,1230.0
843,05/10/2013,2.0,2.0,1.2,1.9,2088.0
844,05/13/2013,1.4,1.8,1.4,1.7,530.0
845,05/14/2013,1.7,1.7,1.7,1.7,145.0
846,05/15/2013,1.3,1.7,1.2,1.3,772.0
847,05/16/2013,1.3,1.7,1.3,1.7,10.0
848,05/17/2013,1.7,1.7,1.3,1.7,177.0
849,05/20/2013,1.2,1.7,1.2,1.7,5.0
850,05/21/2013,1.2,1.7,1.2,1.6,1767.0
851,05/22/2013,1.2,1.2,1.2,1.2,64.0
852,05/23/2013,1.2,1.6,1.2,1.3,1246.0
853,05/24/2013,1.5,1.8,1.5,1.5,1156.0
854,05/28/2013,1.4,1.6,1.3,1.3,302.0
855,05/29/2013,1.3,1.6,1.2,1.6,305.0
856,05/30/2013,1.6,1.6,1.2,1.6,152.0
857,05/31/2013,1.3,1.6,1.3,1.6,105.0
858,06/03/2013,1.3,1.6,1.3,1.6,6.0
859,06/04/2013,1.6,1.6,1.3,1.6,67.0
860,06/05/2013,1.6,1.6,1.4,1.4,117.0
861,06/06/2013,1.6,1.6,1.6,1.6,15.0
862,06/07/2013,1.6,1.6,1.4,1.6,16.0
863,06/10/2013,1.4,1.6,1.4,1.6,105.0
864,06/12/2013,1.4,1.6,1.4,1.6,106.0
865,06/13/2013,1.6,1.6,1.6,1.6,150.0
866,06/14/2013,1.4,1.6,1.4,1.6,7.0
867,06/17/2013,1.4,1.6,1.4,1.6,15.0
868,06/18/2013,1.4,1.6,1.2,1.6,1750.0
869,06/19/2013,1.6,1.6,1.6,1.6,70.0
870,06/21/2013,1.5,1.6,1.2,1.2,220.0
871,06/24/2013,1.2,1.2,1.2,1.2,20.0
872,06/25/2013,1.4,1.4,1.4,1.4,130.0
873,06/26/2013,1.4,1.4,1.4,1.4,40.0
874,06/27/2013,1.5,1.5,1.5,1.5,550.0
875,06/28/2013,1.5,1.6,1.5,1.6,590.0
876,07/01/2013,1.6,1.6,1.6,1.6,155.0
877,07/03/2013,1.3,1.6,1.3,1.6,24.0
878,07/05/2013,1.3,1.6,1.3,1.6,48.0
879,07/08/2013,1.3,1.6,1.3,1.6,10.0
880,07/10/2013,1.6,1.6,1.6,1.6,5.0
881,07/11/2013,1.3,1.6,1.3,1.6,1645.0
882,07/12/2013,1.6,2.0,1.6,2.0,2485.0
883,07/15/2013,2.0,2.4,1.9,2.3,3638.0
884,07/16/2013,2.2,2.2,2.2,2.2,304.0
885,07/17/2013,2.0,2.0,1.2,1.2,13776.0
886,07/18/2013,1.2,1.5,1.1,1.5,11744.0
887,07/19/2013,1.5,1.5,1.4,1.4,520.0
888,07/22/2013,1.5,1.6,1.4,1.4,777.0
889,07/23/2013,1.6,1.6,1.6,1.6,220.0
890,07/24/2013,1.4,1.6,1.4,1.6,274.0
891,07/25/2013,1.2,1.6,1.0,1.0,13999.0
892,07/26/2013,1.2,1.9,1.1,1.7,29703.0
893,07/29/2013,1.7,2.5,1.3,2.5,23685.0
894,07/30/2013,2.5,3.1,2.0,2.8,34389.0
895,07/31/2013,2.8,3.0,2.2,2.2,17257.0
896,08/01/2013,2.5,2.5,1.9,2.0,4897.0
897,08/02/2013,2.1,2.1,1.3,1.7,58152.0
898,08/05/2013,1.7,1.7,1.3,1.5,8914.0
899,08/06/2013,1.5,1.5,1.3,1.4,8192.0
900,08/07/2013,1.4,1.6,1.3,1.3,5910.0
901,08/08/2013,1.5,1.5,1.2,1.2,15367.0
902,08/09/2013,1.3,1.4,1.2,1.4,4386.0
903,08/12/2013,1.2,1.6,1.2,1.3,834.0
904,08/13/2013,1.5,1.6,1.3,1.5,4008.0
905,08/14/2013,1.4,1.6,1.2,1.2,8678.0
906,08/15/2013,1.3,1.6,1.2,1.5,2315.0
907,08/16/2013,1.4,1.5,1.2,1.3,1790.0
908,08/19/2013,1.3,1.5,1.3,1.4,3573.0
909,08/20/2013,1.4,1.6,1.2,1.2,4066.0
910,08/21/2013,1.2,1.2,0.9,1.1,26168.0
911,08/22/2013,1.0,1.2,1.0,1.0,3834.0
912,08/23/2013,1.1,1.1,0.8,0.9,13831.0
913,08/26/2013,0.9,0.9,0.7,0.7,28622.0
914,08/27/2013,0.8,0.9,0.7,0.8,8558.0
915,08/28/2013,0.8,0.8,0.7,0.7,5384.0
916,08/29/2013,1.2,1.7,1.0,1.4,165882.0
917,08/30/2013,1.4,1.5,1.2,1.3,19750.0
918,09/03/2013,1.5,1.5,0.9,1.1,31522.0
919,09/04/2013,1.1,1.2,0.8,1.1,20425.0
920,09/05/2013,1.1,1.1,0.9,1.1,8575.0
921,09/06/2013,0.9,1.3,0.9,1.3,13459.0
922,09/09/2013,1.3,1.4,1.1,1.4,5147.0
923,09/10/2013,1.4,1.4,1.0,1.2,9226.0
924,09/11/2013,1.2,1.2,0.9,1.2,9067.0
925,09/12/2013,1.2,1.2,0.9,0.9,13424.0
926,09/13/2013,0.9,0.9,0.7,0.8,43782.0
927,09/16/2013,0.7,0.8,0.6,0.8,18368.0
928,09/17/2013,0.8,1.0,0.7,0.8,9714.0
929,09/18/2013,0.8,0.8,0.8,0.8,2233.0
930,09/19/2013,0.8,0.9,0.8,0.8,1222.0
931,09/20/2013,0.7,0.9,0.7,0.9,400.0
932,09/23/2013,0.9,0.9,0.7,0.8,3643.0
933,09/24/2013,0.8,0.8,0.6,0.6,32135.0
934,09/25/2013,0.6,0.6,0.5,0.5,11269.0
935,09/26/2013,0.5,0.7,0.5,0.6,11940.0
936,09/27/2013,0.7,0.7,0.6,0.6,4131.0
937,09/30/2013,0.6,0.8,0.5,0.6,43802.0
938,10/01/2013,0.6,0.7,0.5,0.7,30233.0
939,10/02/2013,0.7,0.7,0.6,0.6,3520.0
940,10/03/2013,0.7,0.9,0.6,0.7,84745.0
941,10/04/2013,0.7,0.7,0.5,0.6,88225.0
942,10/07/2013,0.5,0.7,0.5,0.6,30108.0
943,10/08/2013,0.6,0.6,0.5,0.5,6147.0
944,10/09/2013,0.5,0.6,0.5,0.6,19581.0
945,10/10/2013,0.6,0.6,0.4,0.5,34769.0
946,10/11/2013,0.4,0.5,0.3,0.4,66552.0
947,10/14/2013,0.4,0.4,0.2,0.4,40649.0
948,10/15/2013,0.3,0.4,0.2,0.3,34773.0
949,10/16/2013,0.2,0.4,0.2,0.4,2821.0
950,10/17/2013,0.3,0.4,0.2,0.3,12359.0
